,0
1814,another
1815,term
1816,saying
1817,get
1818,money
1819,compare
1820,drug
1821,prices
1822,countries
1823,world
1824,cases
1825,many
1826,times
1827,higher
1828,exact
1829,pill
1830,whatever
1831,exact
1832,package
1833,made
1834,exact
1835,plant
1836,going
1837,change
1838,i
1839,would
1840,like
1841,ask
1842,secretary
1843,azar
1844,come
1845,mention
1846,opioid
1847,also
1848,talk
1849,getting
1850,drug
1851,prices
1852,already
1853,saved
1854,billions
1855,dollars
1856,country
1857,reflected
1858,much
1859,lower
1860,drug
1861,prices
1862,watch
1863,going
1864,happen
1865,short
1866,period
1867,time
1868,man
1869,one
1870,great
1871,professionals
1872,ran
1873,incredibly
1874,successful
1875,drug
1876,company
1877,knows
1878,better
1879,guy
1880,running
1881,drug
1882,company
1883,eli
1884,lilly
1885,company
1886,right
1887,secretary
1888,azar
1889,president
1890,side
1891,though
1892,nobody
1893,knows
1894,better
1895,respected
1896,man
1897,industry
1898,got
1899,work
1900,loves
1901,country
1902,would
1903,tell
1904,little
1905,bit
1906,planned
1907,drug
1908,prices
1909,also
1910,opioids
1911,terms
1912,stoppage
1913,please
1914,secretary
1915,secretary
1916,azar
1917,well
1918,thank
1919,mr
1920,president
1921,know
1922,done
1923,lot
1924,already
1925,tackle
1926,issue
1927,drug
1928,pricing
1929,last
1930,year
1931,fda
1932,approved
1933,generic
1934,drugs
1935,ever
1936,history
1937,brings
1938,prices
1939,patients
1940,system
1941,everybody
1942,president
1943,great
1944,secretary
1945,azar
1946,also
1947,changed
1948,rules
1949,senior
1950,citizens
1951,pay
1952,less
1953,pocket
1954,drugs
1955,3
1956,2
1957,billion
1958,paying
1959,less
1960,pocket
1961,drugs
1962,go
1963,pharmacy
1964,going
1965,rolling
1966,mentioned
1967,month
1968,whole
1969,slate
1970,proposals
1971,around
1972,decrease
1973,price
1974,drugs
1975,bring
1976,discounts
1977,middlemen
1978,right
1979,getting
1980,go
1981,patients
1982,individuals
1983,attacking
1984,level
1985,action
1986,determination
1987,resolve
1988,bring
1989,opioid
1990,crisis
1991,focused
1992,prevention
1993,getting
1994,one
1995,third
1996,fewer
1997,illegal
1998,opioid
1999,prescriptions
2000,people
2001,second
2002,stopping
2003,illicit
2004,flow
2005,opioids
2006,country
2007,third
2008,compassionate
2009,treatment
2010,people
2011,evidence
2012,based
2013,science
2014,based
2015,compassionate
2016,treatment
2017,help
2018,people
2019,recover
2020,stay
2021,away
2022,relapse
2023,thank
2024,mr
2025,president
2026,leadership
2027,president
2028,thank
2029,alex
2030,seeing
2031,drug
2032,prices
2033,falling
2034,substantially
2035,distant
2036,future
2037,going
2038,beautiful
2039,i
2040,want
2041,thank
2042,also
2043,scott
2044,gottlieb
2045,scott
2046,working
2047,different
2048,things
2049,one
2050,called
2051,right
2052,try
2053,know
2054,right
2055,try
2056,people
2057,terminally
2058,ill
2059,good
2060,looking
2061,combinations
2062,things
2063,pills
2064,medicines
2065,potential
2066,cures
2067,terminal
2068,going
2069,living
2070,much
2071,longer
2072,right
2073,give
2074,experimental
2075,drugs
2076,early
2077,stage
2078,drugs
2079,really
2080,show
2081,promise
2082,whatever
2083,reason
2084,say
2085,want
2086,harm
2087,somebody
2088,believe
2089,want
2090,harm
2091,people
2092,oftentimes
2093,go
2094,foreign
2095,lands
2096,foreign
2097,countries
2098,anything
2099,want
2100,hope
2101,want
2102,hope
2103,right
2104,try
2105,working
2106,congressman
2107,greg
2108,walden
2109,numerous
2110,senators
2111,congressmen
2112,i
2113,think
2114,going
2115,good
2116,luck
2117,democrats
2118,pushing
2119,back
2120,i
2121,think
2122,many
2123,also
2124,coming
2125,along
2126,called
2127,right
2128,try
2129,patient
2130,terminal
2131,good
2132,progress
2133,made
2134,certain
2135,drug
2136,going
2137,make
2138,possible
2139,patient
2140,get
2141,drug
2142,maybe
2143,going
2144,work
2145,hope
2146,incredible
2147,talking
2148,years
2149,years
2150,years
2151,going
2152,get
2153,approved
2154,important
2155,right
2156,expand
2157,treatment
2158,i
2159,also
2160,calling
2161,congress
2162,change
2163,restrictive
2164,1970s
2165,era
2166,law
2167,prevents
2168,medicaid
2169,paying
2170,care
2171,certain
2172,treatment
2173,facilities
2174,16
2175,beds
2176,important
2177,factor
2178,meantime
2179,administration
2180,granting
2181,waivers
2182,states
2183,help
2184,people
2185,need
2186,treatment
2187,governor
2188,also
2189,going
2190,help
2191,inmates
2192,leaving
2193,prison
2194,get
2195,treatment
2196,second
2197,chance
2198,become
2199,productive
2200,law
2201,abiding
2202,citizens
2203,really
2204,done
2205,inmates
2206,know
2207,hard
2208,get
2209,jail
2210,get
2211,job
2212,really
2213,done
2214,better
2215,anything
2216,sign
2217,legislation
2218,pass
2219,demanding
2220,hire
2221,getting
2222,great
2223,economy
2224,good
2225,many
2226,many
2227,years
2228,people
2229,say
2230,never
2231,good
2232,happened
2233,see
2234,unemployment
2235,way
2236,people
2237,starting
2238,hire
2239,inmates
2240,results
2241,incredible
2242,employers
2243,calling
2244,saying
2245,wow
2246,great
2247,people
2248,giving
2249,second
2250,chance
2251,important
2252,tremendous
2253,economy
2254,helping
2255,us
2256,much
2257,program
2258,want
2259,every
2260,american
2261,thank
2262,want
2263,every
2264,american
2265,able
2266,able
2267,reach
2268,full
2269,god
2270,given
2271,potential
2272,succeed
2273,together
2274,one
2275,people
2276,one
2277,nation
2278,one
2279,great
2280,american
2281,family
2282,americans
2283,never
2284,give
2285,never
2286,ever
2287,give
2288,group
2289,never
2290,gives
2291,right
2292,never
2293,give
2294,boy
2295,brave
2296,families
2297,today
2298,remind
2299,us
2300,strength
2301,america
2302,found
2303,heart
2304,people
2305,see
2306,america
2307,heart
2308,parents
2309,accept
2310,addiction
2311,fate
2312,children
2313,something
2314,horrible
2315,befallen
2316,family
2317,go
2318,around
2319,want
2320,make
2321,sure
2322,never
2323,happens
2324,another
2325,family
2326,thank
2327,much
2328,thank
2329,boy
2330,die
2331,vain
2332,see
2333,sons
2334,daughters
2335,cheer
2336,moms
2337,dads
2338,recover
2339,see
2340,doctors
2341,nurses
2342,provide
2343,constant
2344,loving
2345,care
2346,see
2347,heroic
2348,law
2349,enforcement
2350,officers
2351,race
2352,unimaginable
2353,danger
2354,see
2355,emts
2356,firefighters
2357,act
2358,quickly
2359,save
2360,many
2361,lives
2362,see
2363,american
2364,heart
2365,men
2366,women
2367,fight
2368,every
2369,day
2370,help
2371,rescue
2372,fellow
2373,citizens
2374,grips
2375,addiction
2376,courageous
2377,souls
2378,remind
2379,us
2380,america
2381,nothing
2382,beyond
2383,reach
2384,nothing
2385,nothing
2386,defeat
2387,crisis
2388,protect
2389,beautiful
2390,children
2391,ensure
2392,tomorrow
2393,better
2394,brighter
2395,stronger
2396,greater
2397,ever
2398,long
2399,trust
2400,citizens
2401,pride
2402,country
2403,faith
2404,god
2405,fail
2406,thank
2407,thank
2408,thank
2409,thank
2410,thank
2411,thank
2412,much
2413,thank
2414,much
2415,together
2416,end
2417,scourge
2418,drug
2419,addiction
2420,america
2421,win
2422,beat
2423,tough
2424,smart
2425,kind
2426,loving
2427,whatever
2428,going
2429,win
2430,thank
2431,god
2432,bless
2433,god
2434,bless
2435,america
2436,thank
2437,much
2438,thank
2439,transcript
2440,president
2441,thank
2442,much
2443,thank
2444,everybody
2445,thank
2446,thank
2447,much
2448,thank
2449,matt
2450,great
2451,introduction
2452,thank
2453,big
2454,crowd
2455,incredible
2456,really
2457,incredible
2458,come
2459,long
2460,way
2461,together
2462,come
2463,long
2464,way
2465,together
2466,i
2467,thrilled
2468,back
2469,cpac
2470,many
2471,wonderful
2472,friends
2473,amazing
2474,supporters
2475,proud
2476,conservatives
2477,remember
2478,i
2479,first
2480,started
2481,running
2482,i
2483,politician
2484,fortunately
2485,remember
2486,i
2487,started
2488,running
2489,people
2490,would
2491,say
2492,sure
2493,conservative
2494,i
2495,think
2496,proved
2497,i
2498,conservative
2499,right
2500,four
2501,decades
2502,event
2503,served
2504,forum
2505,nation
2506,top
2507,leaders
2508,activists
2509,writers
2510,thinkers
2511,year
2512,year
2513,leaders
2514,stood
2515,stage
2516,discuss
2517,together
2518,protect
2519,heritage
2520,promote
2521,culture
2522,defend
2523,freedom
2524,cpac
2525,always
2526,big
2527,ideas
2528,also
2529,putting
2530,ideas
2531,action
2532,cpac
2533,really
2534,put
2535,lot
2536,ideas
2537,action
